"Instagram","0.15234375","0.15234375","0.15234375","0.15234375","0.15234375","0.15234375","0.15234375","0.15234375","0.15234375","0.15234375","0.15234375","0.15234375","0.15234375","0.15234375","0.15234375","0.15234375","0","0","0","0","0","0","0","0","0","0","0","0.15234375","0.24609375"
"Cristiano Ronaldo","0.49609375","0.49609375","0.49609375","0.49609375","0.49609375","0.49609375","0.49609375","0.49609375","0.49609375","0.49609375","0.49609375","0.49609375","0.49609375","0.49609375","0.49609375","0.49609375","0.49609375","0.24609375","0.257217407226562","0.507217407226562","0.507217407226562","0.49609375","0.49609375","0.24609375","0.49609375","0.49609375","0.49609375","0.49609375","0.49609375"
"Ariana Grande","0.163467407226562","0.49609375","0.49609375","0.261388778686523","0.511388778686523","0.507217407226562","0.507217407226562","0.511388778686523","0.511388778686523","0.511388778686523","0.511388778686523","0.49609375","0.242365918840681","0.311003003801618","0.357878003801618","0.357878003801618","0.252893665858677","0.517745154244559","0.507217407226562","0.49609375","0.543453162057059","0.6484375","0.49609375","0.49609375","0.49609375","0.49609375","0.49609375","0.49609375","0.49609375"
"Selena Gomez","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.15234375","0","0","0","0.49609375","0.49609375","0.49609375","0.49609375","0.49609375","0.49609375","0"
"The Rock","0.199177878243583","0.308748190743583","0.199177878243583","0.199177878243583","0.221354566301618","0.167638778686523","0.2578125","0.185118811471122","0.173995154244559","0.167638778686523","0.120763778686523","0.167638778686523","0.566076278686523","0.659826278686523","0.659826278686523","0.659826278686523","0.507482528686523","0.445271628243583","0.445271628243583","0.445271628243583","0.431212561471122","0.467448316301618","0.435383932931083","0.205534253801618","0.435383932931083","0.435383932931083","0.519201278686523","0.435383932931083","0.199177878243583"
"Kim Kardashian West","0.10546875","0.10546875","0.116592407226562","0.116592407226562","0.10546875","0.10546875","0.10546875","0.10546875","0.137007849557059","0.10546875","0.0473594120570592","0.0473594120570592","0.127120154244559","0.10546875","0.15234375","0.15234375","0.15234375","0.15234375","0.10546875","0.10546875","0.10546875","0.10546875","0.15234375","0.10546875","0.15234375","0.15234375","0.24609375","0.24609375","0.15234375"
"Kylie Jenner","0.511388778686523","0.507217407226562","0.6484375","0.511388778686523","0.507217407226562","0.517745154244559","0.507217407226562","0.507217407226562","0.49609375","0.49609375","0.49609375","0.49609375","0.24609375","0.24609375","0.24609375","0.24609375","0.24609375","0.49609375","0.507217407226562","0.507217407226562","0.49609375","0.49609375","0.2109375","0.221354566301618","0.222061157226562","0.226232528686523","0.226232528686523","0.168123190743583","0.0643141610281808"
"Beyoncé","0.10546875","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Taylor Swift","0.137007849557059","0.0941935403006417","0.0690108163016183","0.137007849557059","0.167638778686523","0.137007849557059","0.167638778686523","0.257217407226562","0.15234375","0.163467407226562","0.167638778686523","0.127120154244559","0.127120154244559","0.10546875","0.163951819283622","0.163951819283622","0.232588904244559","0.0216514042445591","0.0426627567836216","0.10546875","0.0327750614711216","0.0584830692836217","0.167638778686523","0","0.0473594120570592","0.0327750614711216","0.0579577854701451","0.0531905038016183","0.0152950286865234"
"Leo Messi","0.59765625","0.59765625","0.59765625","0.59765625","0.59765625","0.59765625","0.84765625","0.84765625","0.84765625","0.84765625","0.84765625","0.84765625","0.55078125","0.55078125","0.50390625","0.50390625","0.50390625","0.84765625","0.84765625","0.84765625","0.84765625","0.84765625","0.84765625","0.84765625","0.84765625","0.84765625","0.84765625","0.84765625","0.84765625"
"Neymar jr","0.89453125","0.89453125","0.64453125","0.64453125","0.64453125","0.64453125","0.64453125","0.695796912057059","0.623213904244559","0.695796912057059","0.89453125","0.89453125","0.633101599557059","0.305171912057059","0.305171912057059","0.305171912057059","0.50390625","0.89453125","0.89453125","0.89453125","0.89453125","0.89453125","0.409561157226562","0.3984375","0.409561157226562","0.409561157226562","0.409561157226562","0.409561157226562","0.409561157226562"
"Kendall Jenner","0.222061157226562","0.268936157226562","0.268936157226562","0.268936157226562","0.2578125","0.268936157226562","0.2109375","0.2578125","0.127120154244559","0.120763778686523","0.127120154244559","0.120763778686523","0.120763778686523","0.131887435913086","0.116592407226562","0.116592407226562","0.120763778686523","0.116592407226562","0.10546875","0.116592407226562","0.6015625","0.116592407226562","0.120763778686523","0.116592407226562","0.120763778686523","0.120763778686523","0.120763778686523","0.116592407226562","0.2109375"
"Justin Bieber","0.127120154244559","0.120763778686523","0.127120154244559","0.137007849557059","0.152828162057059","0.127120154244559","0.152828162057059","0.127120154244559","0.152828162057059","0.152828162057059","0.152828162057059","0.137007849557059","0.10546875","0.3515625","0.3515625","0.3515625","0.3515625","0.137007849557059","0.10546875","0.127120154244559","0.137007849557059","0.152828162057059","0.2109375","0.127120154244559","0.2109375","0.2578125","0.2578125","0.15234375","0.15234375"
"National Geographic","0.0788985116141183","0.0788985116141183","0.0788985116141183","0.0788985116141183","0","0.0788985116141183","0","0","0","0","0","0.0788985116141183","0.0788985116141183","0.0788985116141183","0.0788985116141183","0.0788985116141183","0.0788985116141183","0.0152950286865234","0.183882849557059","0.0788985116141183","0.0788985116141183","0.0111236572265625","0.0468341282435826","0.0788985116141183","0.0369464329310826","0.0369464329310826","0.167638778686523","0.173995154244559","0.15234375"
"Barbie","0.3984375","0.445796912057059","0.3515625","0.398921912057059","0.3515625","0.293453162057059","0.3515625","0.3515625","0.3515625","0.59765625","0.59765625","0.59765625","0.398921912057059","0.3515625","0.3515625","0.3515625","0.3515625","0.59765625","0.445796912057059","0.50390625","0.445796912057059","0.59765625","0.59765625","0.50390625","0.59765625","0.59765625","0.59765625","0.59765625","0.59765625"
"Khloe Kardashian","0.10546875","0.10546875","0.10546875","0.10546875","0.10546875","0.10546875","0.10546875","0.10546875","0.0216514042445591","0.0216514042445591","0.0216514042445591","0.0315390995570591","0.15234375","0","0","0","0","0.10546875","0.10546875","0.15234375","0.15234375","0.15234375","0","0.257217407226562","0","0","0.0230418613978795","0","0"
"Jennifer Lopez","0.305171912057059","0.2578125","0.2578125","0.305171912057059","0.36328125","0.305171912057059","0.36328125","0.36328125","0.50390625","0.50390625","0.50390625","0.445796912057059","0.152828162057059","0.695796912057059","0.695796912057059","0.695796912057059","0.695796912057059","0.50390625","0.445796912057059","0.445796912057059","0.445796912057059","0.50390625","0.445796912057059","0.429976599557059","0.445796912057059","0.445796912057059","0.445796912057059","0.445796912057059","0.413732528686523"
"Miley Cyrus","0.24609375","0.24609375","0.15234375","0.277632849557059","0.277632849557059","0.277632849557059","0.293453162057059","0.173995154244559","0.257217407226562","0.167638778686523","0.15234375","0.116592407226562","0.116592407226562","0.3046875","0.3046875","0.3046875","0.3984375","0.15234375","0.15234375","0.15234375","0.24609375","0.163467407226562","0.511388778686523","0.15234375","0.49609375","0.49609375","0.49609375","0.49609375","0.49609375"
"Nike","0.895015662057059","0.629195349557059","0.525557654244559","0.821086011614118","0.895015662057059","0.895015662057059","0.895015662057059","0.895015662057059","0.895015662057059","0.895015662057059","0.895015662057059","0.554841940743583","0.551265662057059","0.551265662057059","0.551265662057059","0.551265662057059","0.551265662057059","0.75","0.75","0.895015662057059","1","0.75","0.75","0.895015662057059","0.75","0.75","0.75","0.75","0.75"
"Katy Perry","0.15234375","0.15234375","0.15234375","0.15234375","0.15234375","0.15234375","0.15234375","0.10546875","0.15234375","0.15234375","0.15234375","0.15234375","0.49609375","0.49609375","0.24609375","0.24609375","0.24609375","0.15234375","0.15234375","0.15234375","0.15234375","0.15234375","0.15234375","0.15234375","0.15234375","0.15234375","0.15234375","0.15234375","0.2578125"
